 no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
1,1,0,0.7878787878787878,0.4582278481012658,0.1,0.7911111111111111,0.29553264604810997,0.5773195876288659,0.5535714285714286,0.6122448979591837,1
2,0,0,0.9191919191919192,0.6303797468354431,0.8,0.9133333333333333,0.7663230240549829,0.6237113402061856,0.7908163265306123,0.35374149659863946,1
3,1,0,0.1414141414141414,0.08607594936708861,0.3,0.6,0.006872852233676976,0.07731958762886598,0.09948979591836735,0.05442176870748299,0
2,1,1,0.08080808080808081,0.05822784810126582,0.6,0.38,0.07560137457044673,0.06701030927835051,0.04591836734693878,0.05442176870748299,0
5,1,0,0.6565656565656566,0.3392405063291139,0.9,0.8744444444444445,0.6254295532646048,0.015463917525773196,0.413265306122449,0.3673469387755102,1
4,1,0,0.8080808080808081,0.7037974683544304,0.8,0.36777777777777776,0.44673539518900346,0.3247422680412371,0.5459183673469388,0.7414965986394558,0
3,0,1,0.42424242424242425,0.369620253164557,0.3,0.7544444444444445,0.08247422680412371,0.3556701030927835,0.22193877551020408,0.3333333333333333,1
1,1,1,0.494949494949495,0.4835443037974684,0.7,0.7522222222222222,0.18556701030927836,0.4690721649484536,0.45153061224489793,0.4421768707482993,1
3,0,0,0.5555555555555556,0.5189873417721519,0.6,0.7044444444444444,0.027491408934707903,0.44329896907216493,0.4719387755102041,0.5578231292517006,1
1,0,1,0.9595959595959596,0.4835443037974684,0.8,0.7355555555555555,0.003436426116838488,0.5412371134020618,0.9617346938775511,0.7959183673469388,1
4,1,0,0.7373737373737373,0.6430379746835443,0.8,0.5577777777777778,0.01718213058419244,0.09278350515463918,0.5229591836734694,0.7142857142857143,0
2,1,0,0.8787878787878788,0.6253164556962025,0.5,0.48333333333333334,0.23367697594501718,0.18041237113402062,0.5561224489795918,0.7687074829931972,0
5,0,0,0.3838383838383838,0.19240506329113924,0.2,0.7655555555555555,0.29896907216494845,0.005154639175257732,0.2372448979591837,0.23129251700680273,1
1,0,1,0.8484848484848485,0.5822784810126582,0.6,0.73,0.5292096219931272,0.7628865979381443,0.8137755102040817,0.5578231292517006,1
2,1,1,0.5151515151515151,0.49873417721518987,1.0,0.6555555555555556,0.2542955326460481,0.4793814432989691,0.49489795918367346,0.23129251700680273,1
5,0,0,0.6767676767676768,0.620253164556962,0.6,0.9088888888888889,0.041237113402061855,0.28865979381443296,0.41581632653061223,0.4217687074829932,1
2,0,0,0.43434343434343436,0.2683544303797468,0.9,0.47888888888888886,0.07216494845360824,0.07731958762886598,0.2372448979591837,0.35374149659863946,0
5,1,1,0.9393939393939394,0.7721518987341772,0.9,0.9344444444444444,0.6632302405498282,0.5309278350515464,0.8826530612244898,0.5918367346938775,1
1,1,0,0.7474747474747475,0.46582278481012657,1.0,0.4677777777777778,0.6357388316151202,0.4690721649484536,0.44642857142857145,0.2789115646258503,0
4,0,1,0.5555555555555556,0.4607594936708861,0.8,0.8855555555555555,-0.003436426116838488,0.25257731958762886,0.4744897959183674,0.32653061224489793,1
2,0,0,0.8585858585858586,0.47848101265822784,0.9,0.5311111111111111,0.8178694158075601,0.8402061855670103,0.6607142857142857,0.7755102040816326,0
3,0,1,0.9696969696969697,0.7721518987341772,0.9,0.7433333333333333,0.16151202749140894,0.0979381443298969,0.6760204081632653,0.6326530612244898,1
5,0,1,0.8888888888888888,0.7316455696202532,0.3,0.40555555555555556,0.8384879725085911,0.44329896907216493,0.6989795918367347,0.3197278911564626,0
3,0,1,0.3333333333333333,0.189873417721519,1.0,0.6511111111111111,0.054982817869415807,0.28865979381443296,0.26785714285714285,0.19727891156462585,1
4,1,1,0.3939393939393939,0.31139240506329113,0.9,0.8711111111111111,0.2611683848797251,0.3556701030927835,0.33418367346938777,0.19047619047619047,1
1,1,0,0.41414141414141414,0.2607594936708861,0.6,0.40444444444444444,0.32646048109965636,0.31443298969072164,0.38010204081632654,0.19047619047619047,0
3,0,0,0.8383838383838383,0.7367088607594937,0.5,0.7944444444444444,0.20962199312714777,0.6134020618556701,0.6147959183673469,0.8095238095238095,1
0,0,1,0.2727272727272727,0.25569620253164554,1.0,0.77,0.006872852233676976,0.08762886597938144,0.15051020408163265,0.09523809523809523,0
4,1,0,0.5656565656565656,0.3139240506329114,0.2,0.8633333333333333,0.18900343642611683,0.15979381443298968,0.3010204081632653,0.3741496598639456,1
0,1,0,0.1919191919191919,0.12658227848101267,0.6,0.3466666666666667,0.13745704467353953,0.14432989690721648,0.125,0.16326530612244897,0
4,0,1,0.050505050505050504,0.0379746835443038,1.0,0.37777777777777777,0.003436426116838488,0.010309278350515464,0.04846938775510204,0.04081632653061224,0
5,1,1,0.5353535353535354,0.4708860759493671,0.2,0.4288888888888889,0.09278350515463918,0.5,0.30357142857142855,0.2857142857142857,1
5,0,0,0.7070707070707071,0.46329113924050636,0.2,0.46444444444444444,0.6323024054982818,0.6030927835051546,0.548469387755102,0.5170068027210885,0
3,0,1,0.5858585858585859,0.42278481012658226,0.8,0.8166666666666667,0.13402061855670103,0.4845360824742268,0.32142857142857145,0.38095238095238093,1
2,0,0,0.26262626262626265,0.21265822784810126,0.3,0.5488888888888889,0.22336769759450173,0.1958762886597938,0.14285714285714285,0.1360544217687075,0
2,0,0,0.1919191919191919,0.16455696202531644,0.9,0.7455555555555555,0.020618556701030927,0.12886597938144329,0.12244897959183673,0.07482993197278912,1
4,1,0,0.5757575757575758,0.37468354430379747,0.8,0.7744444444444445,0.49140893470790376,0.4020618556701031,0.32908163265306123,0.42857142857142855,1
0,1,0,0.9090909090909091,0.8481012658227848,0.4,0.89,0.39862542955326463,0.4587628865979381,0.9030612244897959,0.7551020408163265,1
2,0,0,0.8585858585858586,0.7443037974683544,0.6,0.64,0.6048109965635738,0.28865979381443296,0.6428571428571429,0.6122448979591837,1
0,0,0,0.0707070707070707,0.035443037974683546,0.7,0.71,0.06529209621993128,0.03608247422680412,0.061224489795918366,0.061224489795918366,1
4,1,0,0.35353535353535354,0.22531645569620254,0.2,0.5222222222222223,0.044673539518900345,0.1134020618556701,0.3137755102040816,0.1360544217687075,0
0,0,0,0.8888888888888888,0.789873417721519,0.2,0.9177777777777778,0.09965635738831616,0.02577319587628866,0.8494897959183674,0.5850340136054422,1
2,0,1,1.0,0.5367088607594936,0.8,0.4033333333333333,0.8762886597938144,0.5876288659793815,0.6785714285714286,0.46258503401360546,0
3,1,0,0.36363636363636365,0.21772151898734177,1.0,0.6811111111111111,0.3230240549828179,0.015463917525773196,0.2627551020408163,0.22448979591836735,1
3,0,1,0.30303030303030304,0.20759493670886076,0.8,0.7922222222222223,0.18213058419243985,0.29896907216494845,0.28061224489795916,0.23129251700680273,1
2,1,0,0.6868686868686869,0.5367088607594936,0.8,0.48777777777777775,0.5876288659793815,0.2422680412371134,0.5943877551020408,0.24489795918367346,0
5,0,1,0.1111111111111111,0.09620253164556962,0.9,0.43,0.044673539518900345,0.061855670103092786,0.09693877551020408,0.10884353741496598,0
1,0,1,0.8787878787878788,0.7164556962025317,0.4,0.44666666666666666,0.7010309278350515,0.7010309278350515,0.7117346938775511,0.6938775510204082,0
4,1,1,0.20202020202020202,0.20253164556962025,0.3,0.93,0.17525773195876287,0.13402061855670103,0.09948979591836735,0.19727891156462585,1
2,0,0,0.98989898989899,0.9518987341772152,0.5,0.7122222222222222,0.8281786941580757,0.0,0.5969387755102041,0.5170068027210885,1
4,1,0,0.5757575757575758,0.5341772151898734,0.9,0.5433333333333333,0.01718213058419244,0.22164948453608246,0.31887755102040816,0.40816326530612246,0
4,1,0,0.8888888888888888,0.5240506329113924,0.9,0.6,0.6597938144329897,0.16494845360824742,0.5714285714285714,0.8639455782312925,0
4,1,0,0.3838383838383838,0.22531645569620254,0.2,0.9377777777777778,0.3127147766323024,0.18041237113402062,0.33418367346938777,0.3197278911564626,1
1,1,0,0.1717171717171717,0.1620253164556962,0.5,0.5022222222222222,0.030927835051546393,0.05670103092783505,0.14285714285714285,0.14285714285714285,0
2,1,0,0.10101010101010101,0.05063291139240506,0.5,0.4066666666666667,0.041237113402061855,0.020618556701030927,0.08163265306122448,0.08843537414965986,0
5,1,0,0.030303030303030304,0.027848101265822784,0.1,0.3333333333333333,0.003436426116838488,0.02577319587628866,0.017857142857142856,0.027210884353741496,1
2,1,1,0.6666666666666666,0.379746835443038,0.9,0.5222222222222223,0.041237113402061855,0.24742268041237114,0.4642857142857143,0.47619047619047616,0
2,0,0,0.8787878787878788,0.6329113924050633,1.0,0.9566666666666667,0.5051546391752577,0.4381443298969072,0.5918367346938775,0.4965986394557823,1
4,1,0,0.9494949494949495,0.7443037974683544,0.6,0.6244444444444445,0.8900343642611683,0.7835051546391752,0.9285714285714286,0.48299319727891155,1
0,1,0,0.4444444444444444,0.27341772151898736,0.7,0.5144444444444445,0.08247422680412371,0.24742268041237114,0.3520408163265306,0.3197278911564626,0
4,0,0,0.04040404040404041,0.02278481012658228,0.6,0.5311111111111111,0.024054982817869417,0.005154639175257732,0.030612244897959183,0.006802721088435374,0
2,0,1,0.030303030303030304,0.027848101265822784,0.1,0.78,0.010309278350515464,0.010309278350515464,0.012755102040816327,0.013605442176870748,1
2,0,1,0.43434343434343436,0.3265822784810127,1.0,0.6866666666666666,0.3917525773195876,0.18556701030927836,0.29081632653061223,0.16326530612244897,1
4,1,0,0.16161616161616163,0.11392405063291139,0.6,0.7033333333333334,0.024054982817869417,0.08762886597938144,0.10459183673469388,0.1292517006802721,1
5,0,1,0.6262626262626263,0.5974683544303797,0.5,0.36777777777777776,0.6357388316151202,0.5309278350515464,0.6071428571428571,0.5918367346938775,0
3,0,1,0.42424242424242425,0.24556962025316456,0.8,0.9344444444444444,0.26804123711340205,0.015463917525773196,0.4260204081632653,0.3469387755102041,1
4,0,1,0.9090909090909091,0.4582278481012658,0.6,0.8488888888888889,0.020618556701030927,0.8505154639175257,0.5306122448979592,0.7891156462585034,1
0,1,0,0.2727272727272727,0.2683544303797468,0.3,0.6566666666666666,0.044673539518900345,0.13917525773195877,0.25255102040816324,0.12244897959183673,1
1,1,1,0.9797979797979798,0.9088607594936708,0.1,0.7988888888888889,0.6735395189003437,0.3917525773195876,0.5204081632653061,0.7414965986394558,1
2,1,0,0.3333333333333333,0.17215189873417722,0.7,0.3522222222222222,0.11683848797250859,0.015463917525773196,0.29846938775510207,0.24489795918367346,0
0,0,0,0.030303030303030304,0.027848101265822784,0.4,0.8644444444444445,0.027491408934707903,0.010309278350515464,0.02295918367346939,0.006802721088435374,1
3,1,1,0.7474747474747475,0.4607594936708861,0.7,0.33555555555555555,0.19243986254295534,0.15979381443298968,0.45663265306122447,0.3401360544217687,0
5,0,0,0.7171717171717171,0.49873417721518987,0.4,0.5577777777777778,0.2508591065292096,0.28865979381443296,0.6454081632653061,0.6666666666666666,0
5,0,1,0.7373737373737373,0.5594936708860759,0.9,0.9766666666666667,0.6701030927835051,0.5463917525773195,0.4923469387755102,0.6666666666666666,1
1,0,0,0.8484848484848485,0.5924050632911393,0.7,0.4855555555555556,0.5292096219931272,0.29896907216494845,0.8520408163265306,0.5510204081632653,0
0,0,1,0.3333333333333333,0.27341772151898736,0.6,0.8855555555555555,0.020618556701030927,0.30927835051546393,0.19642857142857142,0.22448979591836735,1
4,0,1,0.5858585858585859,0.5873417721518988,0.9,0.5066666666666667,0.5532646048109966,0.21649484536082475,0.576530612244898,0.5102040816326531,0
0,0,0,0.06060606060606061,0.04050632911392405,0.3,0.7188888888888889,0.05154639175257732,0.030927835051546393,0.03826530612244898,0.047619047619047616,1
0,0,0,0.7272727272727273,0.4,0.6,0.4211111111111111,0.436426116838488,0.6288659793814433,0.548469387755102,0.24489795918367346,0
1,0,1,0.9191919191919192,0.8329113924050633,0.1,0.7966666666666666,0.07560137457044673,0.10309278350515463,0.6020408163265306,0.4013605442176871,1
5,1,0,0.09090909090909091,0.05822784810126582,0.8,0.6055555555555555,0.003436426116838488,0.010309278350515464,0.06887755102040816,0.05442176870748299,0
2,1,0,0.08080808080808081,0.0810126582278481,0.4,0.3522222222222222,0.010309278350515464,0.05154639175257732,0.05102040816326531,0.061224489795918366,0
1,0,0,0.8585858585858586,0.8329113924050633,0.5,0.6333333333333333,0.17525773195876287,0.31958762886597936,0.5229591836734694,0.3741496598639456,1
0,0,1,0.9090909090909091,0.47341772151898737,0.9,0.9611111111111111,0.9209621993127147,0.0,0.5331632653061225,0.7687074829931972,1
3,1,0,0.7070707070707071,0.4936708860759494,0.7,0.7988888888888889,0.41924398625429554,0.5309278350515464,0.4642857142857143,0.6938775510204082,1
3,1,0,0.020202020202020204,0.015189873417721518,0.8,0.9122222222222223,0.013745704467353952,0.005154639175257732,0.012755102040816327,0.006802721088435374,1
4,0,1,0.04040404040404041,0.020253164556962026,0.5,0.9544444444444444,0.030927835051546393,0.02577319587628866,0.02040816326530612,0.013605442176870748,1
3,0,0,0.5151515151515151,0.4607594936708861,0.5,0.4388888888888889,0.003436426116838488,0.41237113402061853,0.39540816326530615,0.42857142857142855,0
2,0,1,0.0707070707070707,0.06582278481012659,0.6,0.4766666666666667,0.054982817869415807,0.06701030927835051,0.06887755102040816,0.05442176870748299,0
3,1,0,0.04040404040404041,0.030379746835443037,0.6,0.9566666666666667,0.006872852233676976,0.030927835051546393,0.02806122448979592,0.013605442176870748,1
0,0,1,0.9595959595959596,0.5265822784810127,0.7,0.6277777777777778,0.5189003436426117,0.6134020618556701,0.8647959183673469,0.9115646258503401,1
5,1,0,0.8888888888888888,0.5721518987341773,0.5,0.39666666666666667,0.27147766323024053,0.44329896907216493,0.4642857142857143,0.3333333333333333,0
3,0,1,0.18181818181818182,0.09113924050632911,0.9,0.5166666666666667,0.020618556701030927,0.02577319587628866,0.1377551020408163,0.17687074829931973,0
4,0,1,0.6868686868686869,0.3518987341772152,0.4,0.5322222222222223,0.4020618556701031,0.4690721649484536,0.6556122448979592,0.6530612244897959,0
3,0,0,0.15151515151515152,0.13924050632911392,0.8,0.7966666666666666,0.07216494845360824,0.041237113402061855,0.11224489795918367,0.08843537414965986,1
3,1,0,0.16161616161616163,0.13924050632911392,0.6,0.4722222222222222,0.020618556701030927,0.041237113402061855,0.1377551020408163,0.061224489795918366,0
2,0,0,0.46464646464646464,0.42278481012658226,0.1,0.8733333333333333,0.006872852233676976,0.30412371134020616,0.35459183673469385,0.41496598639455784,1
5,0,1,0.2222222222222222,0.16962025316455695,0.3,0.42444444444444446,0.15120274914089346,0.06701030927835051,0.2193877551020408,0.07482993197278912,0
3,0,1,0.29292929292929293,0.21518987341772153,0.6,0.6266666666666667,0.03436426116838488,0.15979381443298968,0.1913265306122449,0.12244897959183673,1
0,1,0,0.020202020202020204,0.017721518987341773,0.4,0.5566666666666666,0.01718213058419244,0.010309278350515464,0.017857142857142856,0.006802721088435374,0
2,0,1,0.25252525252525254,0.2379746835443038,0.5,0.8077777777777778,0.2268041237113402,0.211340206185567,0.2423469387755102,0.22448979591836735,1
4,0,0,0.36363636363636365,0.189873417721519,0.3,0.9933333333333333,0.037800687285223365,0.33505154639175255,0.18877551020408162,0.19047619047619047,1
0,1,1,0.5555555555555556,0.42278481012658226,0.9,0.9211111111111111,0.18900343642611683,0.06701030927835051,0.32653061224489793,0.4013605442176871,1
4,0,0,0.6666666666666666,0.44050632911392407,1.0,0.5622222222222222,0.08934707903780069,0.5154639175257731,0.6607142857142857,0.4897959183673469,0
2,1,1,0.8686868686868687,0.8126582278481013,0.3,0.8911111111111111,0.3230240549828179,0.8608247422680413,0.625,0.6666666666666666,1
5,0,0,0.06060606060606061,0.0379746835443038,0.7,0.6033333333333334,0.010309278350515464,0.04639175257731959,0.05357142857142857,0.02040816326530612,0
3,1,1,0.1414141414141414,0.0810126582278481,1.0,0.8577777777777778,0.08247422680412371,0.04639175257731959,0.13010204081632654,0.10884353741496598,1
3,1,0,0.40404040404040403,0.2810126582278481,0.6,0.6355555555555555,0.3333333333333333,0.005154639175257732,0.31887755102040816,0.16326530612244897,1
0,0,1,0.494949494949495,0.3012658227848101,0.8,0.7877777777777778,0.5017182130584192,0.04639175257731959,0.4719387755102041,0.2585034013605442,1
5,1,0,0.20202020202020202,0.1569620253164557,0.9,0.44666666666666666,0.13745704467353953,0.10824742268041238,0.1836734693877551,0.07482993197278912,0
1,0,1,0.5252525252525253,0.48860759493670886,0.4,0.5344444444444445,0.49140893470790376,0.4896907216494845,0.47959183673469385,0.2857142857142857,0
5,1,1,0.898989898989899,0.7291139240506329,0.3,0.8577777777777778,0.46735395189003437,0.28350515463917525,0.5204081632653061,0.5714285714285714,1
1,1,1,0.6565656565656566,0.5215189873417722,0.1,0.34,0.5463917525773195,0.0979381443298969,0.461734693877551,0.21768707482993196,1
2,0,0,0.13131313131313133,0.11392405063291139,0.3,0.46111111111111114,0.0,0.04639175257731959,0.07397959183673469,0.08163265306122448,0
3,0,0,0.9494949494949495,0.8860759493670886,0.8,0.6088888888888889,0.6254295532646048,0.2268041237113402,0.9209183673469388,0.32653061224489793,0
5,0,0,0.5050505050505051,0.28354430379746837,0.4,0.7788888888888889,0.3127147766323024,0.02577319587628866,0.35714285714285715,0.3129251700680272,1
2,1,0,0.30303030303030304,0.1949367088607595,0.6,0.9888888888888889,0.16151202749140894,0.22164948453608246,0.21428571428571427,0.14285714285714285,1
5,0,1,1.0,0.8430379746835444,0.3,0.40444444444444444,0.18213058419243985,0.9639175257731959,0.7091836734693877,0.564625850340136,0
5,1,1,0.0707070707070707,0.03291139240506329,1.0,0.7822222222222223,0.054982817869415807,0.0,0.05612244897959184,0.04081632653061224,1
3,1,1,0.40404040404040403,0.2683544303797468,0.5,0.35333333333333333,0.05154639175257732,0.26288659793814434,0.20408163265306123,0.3333333333333333,0
5,0,0,0.31313131313131315,0.2430379746835443,0.1,0.8455555555555555,0.19931271477663232,0.09278350515463918,0.2653061224489796,0.2857142857142857,1
4,0,0,0.45454545454545453,0.3822784810126582,0.3,0.77,0.12714776632302405,0.07731958762886598,0.45408163265306123,0.40816326530612246,1
3,0,0,0.9797979797979798,0.5215189873417722,0.8,0.5822222222222222,0.8316151202749141,0.5721649484536082,0.6989795918367347,0.41496598639455784,0
2,0,1,0.20202020202020202,0.1341772151898734,0.5,0.7566666666666667,0.16838487972508592,0.07216494845360824,0.1096938775510204,0.19727891156462585,1
2,1,1,0.8181818181818182,0.5645569620253165,0.9,0.8188888888888889,0.7663230240549829,0.6494845360824743,0.6887755102040817,0.4965986394557823,1
0,0,0,0.5757575757575758,0.40253164556962023,0.8,0.7088888888888889,0.003436426116838488,0.4896907216494845,0.41581632653061223,0.30612244897959184,1
4,0,0,0.5858585858585859,0.3240506329113924,0.1,0.7288888888888889,0.01718213058419244,0.25773195876288657,0.40816326530612246,0.19047619047619047,1
1,1,0,0.18181818181818182,0.16455696202531644,0.3,0.6,0.0859106529209622,0.16494845360824742,0.12755102040816327,0.07482993197278912,0
4,0,1,0.9191919191919192,0.8911392405063291,0.3,0.3788888888888889,0.03436426116838488,0.015463917525773196,0.5892857142857143,0.5578231292517006,0
0,0,1,0.48484848484848486,0.4430379746835443,0.1,0.4122222222222222,0.4020618556701031,0.35051546391752575,0.4770408163265306,0.23809523809523808,1
3,0,1,0.3838383838383838,0.26582278481012656,0.6,0.9844444444444445,0.13745704467353953,0.02577319587628866,0.38010204081632654,0.1564625850340136,1
0,0,0,0.1919191919191919,0.10379746835443038,0.9,0.89,0.013745704467353952,0.041237113402061855,0.12244897959183673,0.08163265306122448,1
3,0,1,0.36363636363636365,0.24050632911392406,0.8,0.8311111111111111,0.2646048109965636,0.12371134020618557,0.24744897959183673,0.17687074829931973,1
2,0,1,0.7474747474747475,0.7139240506329114,0.4,0.4177777777777778,0.7525773195876289,0.25773195876288657,0.44387755102040816,0.35374149659863946,0
4,0,1,0.6666666666666666,0.3620253164556962,0.4,0.4122222222222222,0.3711340206185567,0.4896907216494845,0.4719387755102041,0.5034013605442177,0
2,1,0,0.18181818181818182,0.1341772151898734,0.3,0.9177777777777778,0.15463917525773196,0.03608247422680412,0.16581632653061223,0.08843537414965986,1
4,0,0,0.9292929292929293,0.6886075949367089,0.6,0.97,0.15463917525773196,0.09278350515463918,0.8622448979591837,0.7755102040816326,1
5,0,1,0.24242424242424243,0.21772151898734177,0.4,0.3433333333333333,0.01718213058419244,0.030927835051546393,0.14540816326530612,0.19047619047619047,0
4,0,0,0.5656565656565656,0.3367088607594937,1.0,0.9655555555555555,0.1134020618556701,0.3865979381443299,0.5102040816326531,0.4421768707482993,1
5,1,0,0.3838383838383838,0.3518987341772152,0.6,0.5933333333333334,0.16151202749140894,0.14948453608247422,0.20918367346938777,0.19047619047619047,0
3,0,1,0.45454545454545453,0.4531645569620253,0.3,0.8744444444444445,0.33676975945017185,0.18556701030927836,0.3647959183673469,0.2857142857142857,1
0,1,1,0.09090909090909091,0.05569620253164557,0.8,0.6288888888888889,0.003436426116838488,0.03608247422680412,0.05102040816326531,0.04081632653061224,1
0,0,0,0.2828282828282828,0.25063291139240507,0.4,0.8244444444444444,0.16838487972508592,0.06701030927835051,0.17091836734693877,0.11564625850340136,1
2,0,0,0.7575757575757576,0.5848101265822785,0.2,0.9155555555555556,0.41580756013745707,0.5618556701030928,0.6709183673469388,0.6462585034013606,1
4,1,0,0.1414141414141414,0.07848101265822785,0.7,0.6388888888888888,0.10309278350515463,0.10824742268041238,0.125,0.09523809523809523,1
2,1,1,0.3838383838383838,0.2759493670886076,0.5,0.8511111111111112,0.06529209621993128,0.20103092783505155,0.2193877551020408,0.20408163265306123,1
1,0,1,0.1717171717171717,0.12658227848101267,0.5,0.9866666666666667,0.09965635738831616,0.04639175257731959,0.10459183673469388,0.14965986394557823,1
